"start","stop","MGgene"
3176006,3176833,"cpdA"
3176858,3177280,"yqiB"
3177281,3177910,"nudF"
3178115,3179596,"tolC"
3179744,3180415,"ygiB"
3180421,3181581,"ygiC"
3181619,3182407,"ygiD"
3182550,3183323,"zupT"
3183813,3184466,"ribB"
3184840,3185130,"yqiC"
3185414,3185965,"ygiL"
3186061,3189865,"yqiG"
3189881,3190630,"yqiH"
3190632,3191696,"yqiI"
3191739,3191939,"glgS"
3192208,3192837,"yqiJ"
3192864,3194525,"yqiK"
3194723,3194865,"sibD"
3194766,3194825,"ibsD"
3195099,3195240,"sibE"
3195141,3195200,"ibsE"
3195320,3196753,"hldE"
3196801,3199641,"glnE"
3199664,3200965,"ygiF"
3201207,3201827,"ygiM"
3201891,3203129,"cca"
3203310,3204131,"bacA"
3204221,3204589,"folB"
3204694,3205311,"plsY"
3205324,3206256,"ttdR"
3206463,3207374,"ttdA"
3207371,3207976,"ttdB"
3208024,3209487,"ttdT"
3209530,3210543,"tsaD"
3210781,3210996,"rpsU"
3211107,3212852,"dnaG"
3213047,3214888,"rpoD"
3214967,3215473,"mug"
3215598,3215673,"ileX"
3215727,3216491,"yqjH"
3216779,3217402,"yqjI"
3217556,3219076,"aer"
3219494,3220873,"patA"
3220915,3221247,"ygjH"
3221466,3222449,"ebgR"
3222633,3225725,"ebgA"
3225722,3226171,"ebgC"
3226234,3227667,"ygjI"
3227801,3228871,"ygjJ"
3228888,3231239,"ygjK"
3231665,3233683,"fadH"
3233728,3234144,"higA"
3234141,3234455,"higB"
3234739,3235875,"rlmG"
3235960,3236463,"ygjP"
3236540,3237232,"ygjQ"
3237311,3238297,"ygjR"
3238580,3239545,"alx"
3239944,3241188,"sstT"
3241193,3241744,"ygjV"
3241827,3243314,"uxaA"
3243329,3244741,"uxaC"
3245224,3246522,"exuT"
3246652,3247428,"exuR"
3247773,3248435,"yqjA"
3248439,3248822,"mzrA"
3248969,3249337,"yqjC"
3249375,3249680,"yqjD"
3249683,3250087,"yqjE"
3250077,3250376,"yqjK"
3250562,3250954,"yqjF"
3251024,3252010,"yqjG"
3252304,3252669,"yhaH"
3252911,3253267,"yhaI"
3253318,3254214,"yhaJ"
3254319,3255020,"yhaK"
3255043,3255207,"yhaL"
3255341,3256651,"yhaM"
3256679,3258010,"yhaO"
3258285,3259649,"tdcG"
3259721,3260110,"tdcF"
3260124,3262418,"tdcE"
3262452,3263660,"tdcD"
3263686,3265017,"tdcC"
3265039,3266028,"tdcB"
3266127,3267065,"tdcA"
3267380,3267598,"tdcR"
3267854,3268393,"yhaB"
3268415,3269602,"yhaC"
3270216,3270592,"rnpB"
3270625,3271770,"garK"
3271867,3272751,"garR"
3272787,3273557,"garL"
3273573,3274907,"garP"
3275282,3276853,"garD"
3277002,3277337,"prlF"
3277337,3277801,"yhaV"
3277856,3278665,"agaR"
3278914,3280194,"kbaZ"
3280217,3280690,"agaV"
3280701,3281075,"agaW"
3281071,3281625,"agaA"
3281976,3283130,"agaS"
3283143,3284003,"kbaY"
3284170,3284646,"agaB"
3284685,3285488,"agaC"
3285478,3286269,"agaD"
3286270,3287025,"agaI"
3287426,3288010,"yraH"
3288090,3288785,"yraI"
3288814,3291330,"yraJ"
3291341,3292432,"yraK"
3292475,3293335,"rsmI"
3293400,3295436,"lpoA"
3295394,3295789,"yraN"
3295809,3296399,"diaA"
3296409,3296984,"yraP"
3297098,3298138,"yraQ"
3298211,3298846,"yraR"
3298974,3299492,"yhbO"
3299472,3299915,"yhbP"
3299966,3300268,"yhbQ"
3300255,3300758,"yhbS"
3300752,3301276,"yhbT"
3301485,3302480,"yhbU"
3302489,3303367,"yhbV"
3303448,3304455,"yhbW"
3304573,3305817,"mtr"
3305971,3307860,"deaD"
3307853,3307933,"yrbN"
3308040,3308924,"nlpI"
3309033,3311168,"pnp"
3311225,3311398,"psrO"
3311415,3311684,"rpsO"
3311833,3312777,"truB"
3312777,3313178,"rbfA"
3313342,3316014,"infB"
3316039,3317526,"nusA"
3317554,3318006,"rimP"
3318213,3318289,"metY"
3318637,3319980,"argG"
3319988,3321613,"yhbX"
3322072,3322158,"leuU"
3322173,3322505,"secG"
3322733,3324070,"glmM"
3324063,3324911,"folP"
3325001,3326935,"ftsH"
3327035,3327664,"rlmE"
3327790,3328083,"yhbY"
3328239,3328715,"greA"
3328963,3330396,"dacB"
3330582,3331754,"obgE"
3331770,3332735,"yhbE"
3332862,3333119,"rpmA"
3333140,3333451,"rplU"
3333710,3334681,"ispB"
3334909,3335187,"sfsB"
3335235,3336494,"murA"
3336549,3336803,"ibaG"
3336963,3337256,"mlaB"
3337256,3337891,"mlaC"
3337910,3338461,"mlaD"
3338466,3339248,"mlaE"
3339256,3340065,"mlaF"
3340275,3341252,"yrbG"
3341266,3342252,"kdsD"
3342273,3342839,"kdsC"
3342836,3343411,"lptC"
3343380,3343937,"lptA"
3343944,3344669,"lptB"
3344717,3346150,"rpoN"
3346173,3346460,"hpf"
3346578,3347069,"ptsN"
3347115,3347969,"yhbJ"
3347966,3348238,"npr"
3348452,3349084,"yrbL"
3349081,3349809,"mtgA"
3349806,3350459,"elbB"
3350577,3350697,"arcZ"
3350689,3353025,"arcB"
3353121,3354050,"yhcC"
3354725,3359185,"gltB"
3359198,3360616,"gltD"
3361176,3361940,"gltF"
3362112,3362786,"yhcA"
3362807,3365188,"yhcD"
3365185,3366929,"yhcE"
3366926,3367642,"yhcF"
3367827,3368954,"yhcG"
3369014,3369478,"yhcH"
3369475,3370350,"nanK"
3370347,3371036,"nanE"
3371084,3372574,"nanT"
3372683,3373576,"nanA"
3373698,3374489,"nanR"
3374869,3376236,"dcuD"
3376279,3376776,"sspB"
3376782,3377420,"sspA"
3377815,3378207,"rpsI"
3378223,3378651,"rplM"
3378870,3379997,"zapE"
3380191,3380589,"yhcB"
3380743,3382110,"degQ"
3382200,3383267,"degS"
3383330,3384268,"mdh"
3384703,3385173,"argR"
3385538,3385801,"yhcN"
3385857,3386129,"yhcO"
3386221,3388188,"aaeB"
3388194,3389126,"aaeA"
3389134,3389337,"aaeX"
3389520,3390449,"aaeR"
3390583,3392028,"tldD"
3392458,3396258,"yhdP"
3396326,3397795,"rng"
3397785,3398378,"yhdE"
3398387,3398875,"mreD"
3398875,3399978,"mreC"
3400044,3401087,"mreB"
3401392,3403332,"csrD"
3403484,3404458,"acuI"
3404495,3404637,"yrdF"
3404638,3405031,"yrdE"
3405436,3405906,"accB"
3405917,3407266,"accC"
3407375,3407617,"yhdT"
3407607,3409058,"panF"
3409070,3409951,"prmA"
3410280,3411245,"dusB"
3411271,3411567,"fis"
3411653,3412537,"yhdJ"
3412621,3412800,"yhdU"
3412803,3413465,"acrS"
3413864,3415021,"acrE"
3415033,3418137,"acrF"
3418390,3418611,"yhdV"
3419042,3420066,"yhdW"
3420134,3421315,"yhdX"
3421325,3422428,"yhdY"
3422436,3423194,"yhdZ"
3423423,3423542,"rrfF"
3423580,3423655,"thrV"
3423668,3423787,"rrfD"
3423880,3426783,"rrlD"
3426958,3427033,"alaU"
3427076,3427152,"ileU"
3427221,3428762,"rrsD"
3429236,3429790,"yrdA"
3429766,3430023,"yrdB"
3430020,3430838,"aroE"
3430843,3431415,"tsaC"
3431420,3431962,"yrdD"
3431991,3432464,"smg"
3432436,3433560,"smf"
3433690,3434199,"def"
3434214,3435161,"fmt"
3435207,3436496,"rsmB"
3436518,3437894,"trkA"
3438024,3438434,"mscL"
3438431,3438649,"arfA"
3438705,3439130,"zntR"
3439141,3439509,"yhdN"
3439616,3439999,"rplQ"
3440040,3441029,"rpoA"
3441055,3441675,"rpsD"
3441709,3442098,"rpsK"
3442115,3442471,"rpsM"
3442618,3442734,"rpmJ"
3442766,3444097,"secY"
3444105,3444539,"rplO"
3444543,3444722,"rpmD"
3444726,3445229,"rpsE"
3445244,3445597,"rplR"
3445607,3446140,"rplF"
3446153,3446545,"rpsH"
3446579,3446884,"rpsN"
3446899,3447438,"rplE"
3447453,3447767,"rplX"
3447778,3448149,"rplN"
3448314,3448568,"rpsQ"
3448568,3448759,"rpmC"
3448759,3449169,"rplP"
3449182,3449883,"rpsC"
3449901,3450233,"rplV"
3450248,3450526,"rpsS"
3450543,3451364,"rplB"
3451382,3451684,"rplW"
3451681,3452286,"rplD"
3452297,3452926,"rplC"
3452959,3453270,"rpsJ"
3453508,3453927,"gspB"
3453929,3455398,"gspA"
3455578,3456393,"gspC"
3456377,3458329,"gspD"
3458339,3459820,"gspE"
3459817,3461013,"gspF"
3461023,3461460,"gspG"
3461468,3461977,"gspH"
3461974,3462351,"gspI"
3462344,3462931,"gspJ"
3462924,3463907,"gspK"
3463922,3465085,"gspL"
3465082,3465543,"gspM"
3465543,3466220,"gspO"
3466249,3466725,"bfr"
3466797,3466991,"bfd"
3467160,3469853,"chiA"
3470145,3471329,"tufA"
3471400,3473514,"fusA"
3473542,3474081,"rpsG"
3474178,3474552,"rpsL"
3474678,3474965,"tusB"
3474973,3475332,"tusC"
3475332,3475718,"tusD"
3475718,3476440,"yheO"
3476607,3477419,"fkpA"
3477640,3477858,"slyX"
3477907,3478497,"slyD"
3478592,3478792,"yheV"
3478802,3480607,"kefB"
3480607,3481161,"kefG"
3481289,3483202,"yheS"
3483202,3484224,"yheT"
3484218,3484436,"yheU"
3484490,3485359,"prkB"
3485414,3485818,"yhfA"
3486120,3486752,"crp"
3486791,3488893,"yhfK"
3488960,3490180,"argD"
3490266,3490829,"pabA"
3490861,3491463,"fic"
3491453,3491620,"yhfG"
3491725,3492297,"ppiA"
3492568,3493749,"tsgA"
3494011,3496554,"nirB"
3496551,3496877,"nirD"
3497003,3497809,"nirC"
3497828,3499201,"cysG"
3499448,3499615,"yhfL"
3499910,3501247,"frlA"
3501268,3502290,"frlB"
3502340,3503170,"frlC"
3503167,3503952,"frlD"
3504052,3504783,"frlR"
3504935,3506020,"yhfS"
3506032,3507336,"yhfT"
3507348,3507701,"yhfU"
3507712,3508590,"php"
3508587,3509813,"yhfW"
3509813,3510976,"yhfX"
3511060,3511422,"yhfY"
3511439,3512344,"yhfZ"
3512634,3513638,"trpS"
3513631,3514389,"gph"
3514382,3515059,"rpe"
3515077,3515913,"dam"
3516020,3517306,"damX"
3517398,3518486,"aroB"
3518543,3519064,"aroK"
3519465,3520703,"hofQ"
3520615,3521019,"hofP"
3521009,3521449,"hofO"
3521433,3521972,"hofN"
3521972,3522751,"hofM"
3522871,3525423,"mrcA"
3525589,3526149,"nudE"
3526469,3528604,"yrfF"
3528669,3529337,"yrfG"
3529348,3529749,"hslR"
3529774,3530652,"hslO"
3530715,3532439,"yhgE"
3532818,3534440,"pck"
3534516,3535868,"envZ"
3535865,3536584,"ompR"
3536812,3537288,"greB"
3537385,3539706,"yhgF"
3540163,3540390,"feoA"
3540407,3542728,"feoB"
3542728,3542964,"feoC"
3543167,3544045,"yhgA"
3544074,3544844,"bioH"
3544882,3545565,"gntX"
3545624,3546199,"nfuA"
3546559,3547875,"gntT"
3547986,3550070,"malQ"
3550080,3552473,"malP"
3553085,3555790,"malT"
3555833,3556849,"rtcA"
3556853,3558079,"rtcB"
3558268,3559866,"rtcR"
3559848,3560605,"glpR"
3560622,3561452,"glpG"
3561497,3561823,"glpE"
3562013,3563518,"glpD"
3563787,3564005,"yzgL"
3564134,3566581,"glgP"
3566600,3568033,"glgA"
3568033,3569328,"glgC"
3569346,3571319,"glgX"
3571316,3573502,"glgB"
3573775,3574878,"asd"
3575071,3575664,"yhgN"
3575721,3577061,"gntU"
3577065,3577592,"gntK"
3577731,3578726,"gntR"
3578950,3579645,"yhhW"
3579768,3580805,"yhhX"
3580927,3581016,"ryhB"
3581138,3581626,"yhhY"
3581863,3583041,"yhhZ"
3583038,3584309,"yrhA"
3584759,3585043,"yrhB"
3585081,3586823,"ggt"
3586943,3587383,"yhhA"
3587370,3588113,"ugpQ"
3588110,3589180,"ugpC"
3589182,3590027,"ugpE"
3590024,3590911,"ugpA"
3591009,3592325,"ugpB"
3592724,3593437,"livF"
3593439,3594206,"livG"
3594203,3595480,"livM"
3595477,3596403,"livH"
3596451,3597560,"livK"
3597984,3598367,"panM"
3598555,3599658,"livJ"
3599929,3600783,"rpoH"
3601028,3602086,"ftsX"
3602079,3602747,"ftsE"
3602750,3604243,"ftsY"
3604393,3604989,"rsmD"
3604979,3605248,"yhhL"
3605251,3605610,"yhhM"
3605751,3606377,"yhhN"
3606451,3608649,"zntA"
3608751,3608996,"tusA"
3609217,3609882,"yhhQ"
3609955,3610512,"dcrB"
3610516,3611733,"yhhS"
3611865,3612914,"yhhT"
3612969,3613556,"acpT"
3613667,3615241,"nikA"
3615241,3616185,"nikB"
3616182,3617015,"nikC"
3617015,3617779,"nikD"
3617776,3618582,"nikE"
3618588,3618989,"nikR"
3619192,3623427,"rhsB"
3623399,3623782,"yhhH"
3623887,3624237,"yrhC"
3624378,3625514,"yhhI"
3625679,3626803,"yhhJ"
3626803,3629538,"rbbA"
3629535,3630602,"yhiI"
3630968,3632590,"yhiJ"
3632852,3634458,"yhiL"
3634841,3635893,"yhiM"
3636208,3637410,"yhiN"
3637642,3639141,"pitA"
3639385,3639720,"uspB"
3640111,3640545,"uspA"
3640862,3642331,"dtpB"
3642380,3643132,"rsmJ"
3643140,3645182,"prlC"
3645385,3646227,"rlmJ"
3646299,3647651,"gor"
3647705,3647788,"dinQ"
3648063,3648146,"agrA"
3648294,3648377,"agrB"
3648528,3648881,"arsR"
3648935,3650224,"arsB"
3650237,3650662,"arsC"
3651291,3653713,"yhiS"
3653961,3654527,"slp"
3654683,3655213,"dctR"
3655255,3655902,"yhiD"
3655966,3656292,"hdeB"
3656408,3656740,"hdeA"
3656995,3657567,"hdeD"
3657986,3658054,"arrS"
3658366,3658893,"gadE"
3659232,3660389,"mdtE"
3660414,3663527,"mdtF"
3663890,3664618,"gadW"
3664864,3664968,"gadY"
3664986,3665810,"gadX"
3666180,3667580,"gadA"
3667791,3669188,"yhjA"
3669592,3671241,"treF"
3671292,3671894,"yhjB"
3672414,3673313,"yhjC"
3673362,3674375,"yhjD"
3674786,3676108,"yhjE"
3676290,3678350,"yhjG"
3678420,3679187,"yhjH"
3679419,3680348,"kdgK"
3680444,3681940,"yhjJ"
3682161,3683447,"dctA"
3683630,3685618,"yhjK"
3685700,3689173,"bcsC"
3689155,3690261,"bcsZ"
3690268,3692607,"bcsB"
3692618,3695236,"bcsA"
3695233,3695985,"bcsQ"
3695997,3696185,"yhjR"
3696458,3698029,"bcsE"
3698026,3698217,"bcsF"
3698214,3699893,"bcsG"
3699980,3700087,"ldrD"
3700136,3700201,"rdlD"
3700563,3701834,"yhjV"
3701864,3702868,"dppF"
3702865,3703848,"dppD"
3703859,3704761,"dppC"
3704771,3705790,"dppB"
3706098,3707705,"dppA"
3708616,3708692,"proK"
3708784,3710475,"eptB"
3710799,3712007,"yhjX"
3712236,3712934,"yhjY"
3713092,3713655,"tag"
3713652,3714092,"yiaC"
3714061,3716394,"bisC"
3716547,3717206,"yiaD"
3717310,3718284,"ghrB"
3718334,3719044,"yiaF"
3719478,3719768,"yiaG"
3720049,3720261,"cspA"
3720448,3720600,"hokA"
3720448,3720632,"mokA"
3720680,3721201,"insJ"
3721198,3722049,"insK"
3722076,3722105,"sokA"
3722328,3724397,"glyS"
3724407,3725318,"glyQ"
3725413,3725712,"ysaB"
3725887,3726882,"wecH"
3726924,3727361,"yiaA"
3727407,3727748,"yiaB"
3727917,3729371,"xylB"
3729443,3730765,"xylA"
3731131,3732123,"xylF"
3732201,3733742,"xylG"
3733720,3734901,"xylH"
3734979,3736157,"xylR"
3736353,3737177,"bax"
3737497,3739527,"malS"
3739705,3740958,"avtA"
3741109,3741582,"ysaA"
3741684,3742532,"yiaJ"
3742733,3743731,"yiaK"
3743743,3744210,"yiaL"
3744328,3744801,"yiaM"
3744804,3746081,"yiaN"
3746094,3747080,"yiaO"
3747084,3748580,"lyxK"
3748577,3749239,"sgbH"
3749232,3750092,"sgbU"
3750086,3750781,"sgbE"
3750813,3750914,"ysaC"
3750918,3751109,"ysaD"
3751128,3751868,"yiaT"
3751992,3752966,"yiaU"
3752963,3754099,"yiaV"
3754105,3754428,"yiaW"
3754973,3756511,"aldB"
3756676,3757827,"yiaY"
3758017,3759861,"selB"
3759858,3761249,"selA"
3761347,3761955,"yibF"
3762183,3766316,"rhsA"
3766337,3767179,"yibA"
3767221,3768165,"rhsJ"
3768177,3768638,"yibG"
3768639,3768890,"yibS"
3768892,3769256,"yibW"
3769345,3769783,"yibV"
3769948,3770146,"yibU"
3770243,3771379,"yibH"
3771382,3771744,"yibI"
3772281,3774194,"mtlA"
3774424,3775572,"mtlD"
3775572,3776159,"mtlR"
3776171,3776380,"yibT"
3776665,3777027,"yibL"
3777399,3779054,"lldP"
3779054,3779830,"lldR"
3779827,3781017,"lldD"
3781215,3781688,"trmL"
3781741,3782562,"cysE"
3782642,3783661,"gpsA"
3783661,3784128,"secB"
3784191,3784442,"grxC"
3784584,3785015,"yibN"
3785260,3786804,"gpmM"
3786838,3788097,"envC"
3788101,3789060,"yibQ"
3789047,3790081,"waaH"
3790320,3791345,"tdh"
3791355,3792551,"kbl"
3792826,3793683,"yibB"
3793987,3794919,"hldD"
3794929,3795975,"waaF"
3795979,3796938,"waaC"
3796948,3798207,"waaL"
3798239,3799312,"waaU"
3799345,3800196,"waaZ"
3800267,3800965,"waaY"
3800983,3801999,"waaR"
3802039,3803058,"waaO"
3803058,3804137,"waaB"
3804181,3805116,"waaS"
3805153,3805950,"waaP"
3805943,3807067,"waaG"
3807064,3808098,"waaQ"
3808540,3809817,"waaA"
3809825,3810304,"coaD"
3810343,3811152,"mutM"
3811250,3811417,"rpmG"
3811438,3811674,"rpmB"
3811891,3812559,"yicR"
3812731,3813951,"dfp"
3813932,3814387,"dut"
3814494,3815090,"slmA"
3815127,3815768,"pyrE"
3815834,3816549,"rph"
3816676,3817539,"yicC"
3817760,3818584,"dinD"
3818874,3819491,"yicG"
3819488,3821170,"ligB"
3821428,3822051,"gmk"
3822106,3822381,"rpoZ"
3822400,3824508,"spoT"
3824515,3825204,"trmH"
3825210,3827291,"recG"
3827460,3828665,"gltS"
3828945,3830336,"xanP"
3830457,3832166,"yicH"
3832219,3834537,"yicI"
3834547,3835929,"yicJ"
3836222,3836316,"selC"
3836425,3836556,"yicT"
3836953,3838137,"setC"
3838248,3839171,"yicL"
3839175,3839993,"nlpA"
3840215,3840508,"yicS"
3840549,3841739,"nepI"
3841950,3842402,"yicN"
3842455,3843789,"adeQ"
3843964,3845730,"adeD"
3845776,3847167,"uhpT"
3847305,3848624,"uhpC"
3848634,3850136,"uhpB"
3850136,3850726,"uhpA"
3850802,3851092,"ilvN"
3851096,3852784,"ilvB"
3852890,3852988,"ivbL"
3853118,3853257,"istR"
3853553,3853642,"tisB"
3853922,3855106,"emrD"
3855114,3855611,"yidF"
3855608,3855970,"yidG"
3855960,3856307,"yidH"
3856415,3856864,"yidI"
3856911,3858404,"yidJ"
3858401,3860116,"yidK"
3860283,3861176,"yidL"
3861173,3861987,"glvG"
3861987,3863603,"glvC"
3863899,3864615,"yidP"
3864612,3866273,"yidE"
3866469,3866897,"ibpB"
3867009,3867422,"ibpA"
3867728,3868060,"yidQ"
3868062,3869309,"yidR"
3869377,3870441,"cbrA"
3870438,3871730,"dgoT"
3871850,3872998,"dgoD"
3872995,3873612,"dgoA"
3873596,3874474,"dgoK"
3874471,3875160,"dgoR"
3875438,3876094,"yidX"
3876140,3876952,"yidA"
3877067,3877465,"yidB"
3877705,3880119,"gyrB"
3880148,3881221,"recF"
3881221,3882321,"dnaN"
3882326,3883729,"dnaA"
3884336,3884476,"rpmH"
3884493,3884852,"rnpA"
3884816,3885073,"yidD"
3885076,3886722,"yidC"
3886828,3888192,"mnmE"
3888435,3888509,"tnaC"
3888730,3890145,"tnaA"
3890236,3891483,"tnaB"
3891615,3892790,"mdtL"
3892765,3893724,"yidZ"
3893881,3894630,"yieE"
3894652,3895218,"chrR"
3895272,3896609,"adeP"
3896774,3897439,"yieH"
3897506,3897973,"cbrB"
3898022,3898609,"cbrC"
3898671,3899393,"yieK"
3899408,3900577,"yieL"
3900604,3902220,"bglH"
3902289,3903701,"bglB"
3903720,3905597,"bglF"
3905731,3906567,"bglG"
3906853,3907578,"phoU"
3907593,3908366,"pstB"
3908549,3909439,"pstA"
3909439,3910398,"pstC"
3910485,3911525,"pstS"
3911839,3913668,"glmS"
3913830,3915200,"glmU"
3915553,3915972,"atpC"
3915993,3917375,"atpD"
3917402,3918265,"atpG"
3918316,3919857,"atpA"
3919870,3920403,"atpH"
3920418,3920888,"atpF"
3920950,3921189,"atpE"
3921236,3922051,"atpB"
3922060,3922440,"atpI"
3923057,3923680,"rsmG"
3923744,3925633,"mnmG"
3926012,3926455,"mioC"
3926545,3927003,"asnC"
3927155,3928147,"asnA"
3928152,3929603,"viaA"
3929597,3931093,"ravA"
3931316,3933184,"kup"
3933351,3933770,"rbsD"
3933778,3935283,"rbsA"
3935288,3936253,"rbsC"
3936278,3937168,"rbsB"
3937294,3938223,"rbsK"
3938227,3939219,"rbsR"
3939185,3940612,"hsrA"
3940635,3941327,"yieP"
3941808,3943349,"rrsC"
3943435,3943510,"gltU"
3943704,3946607,"rrlC"
3946700,3946819,"rrfC"
3946872,3946948,"aspT"
3946957,3947032,"trpT"
3947128,3947967,"hdfR"
3948086,3948424,"yifE"
3948449,3949969,"yifB"
3950322,3950420,"ilvL"
3950507,3950557,"ilvX"
3950560,3952204,"ilvG"
3952201,3952464,"ilvM"
3952484,3953413,"ilvE"
3953478,3955328,"ilvD"
3955331,3956875,"ilvA"
3956927,3957820,"ilvY"
3957970,3959445,"ilvC"
3959532,3959813,"ppiC"
3960012,3960460,"yifN"
3960677,3962698,"rep"
3962745,3964229,"gpp"
3964365,3965630,"rhlB"
3965761,3966090,"trxA"
3966417,3967676,"rho"
3967916,3969019,"wecA"
3969031,3970077,"wzzE"
3970133,3971263,"wecB"
3971260,3972522,"wecC"
3972522,3973589,"rffG"
3973608,3974489,"rffH"
3974467,3975141,"wecD"
3975146,3976276,"wecE"
3976278,3977528,"wzxE"
3977525,3978604,"wecF"
3978601,3979953,"wzyE"
3979956,3980696,"wecG"
3980887,3982272,"yifK"
3982375,3982451,"argX"
3982509,3982585,"hisR"
3982606,3982692,"leuT"
3982735,3982811,"proM"
3982958,3984193,"aslB"
3984352,3986007,"aslA"
3986432,3986638,"glmZ"
3986686,3987882,"hemY"
3987885,3989066,"hemX"
3989088,3989828,"hemD"
3989825,3990766,"hemC"
3991153,3993699,"cyaA"
3993739,3994059,"cyaY"
3994522,3994725,"yifL"
3994762,3995586,"dapF"
3995583,3996290,"yigA"
3996287,3997183,"xerC"
3997183,3997899,"yigB"
3997983,4000145,"uvrD"
4000292,4001056,"yigE"
4001426,4002376,"corA"
4002419,4002799,"yigF"
4002813,4003193,"yigG"
4003288,4004178,"rarD"
4004230,4004697,"yigI"
4004862,4005731,"pldA"
4005864,4007693,"recQ"
4007757,4008377,"rhtC"
4008439,4009059,"rhtB"
4009170,4010192,"pldB"
4010200,4011000,"yigL"
4011076,4011975,"yigM"
4011863,4012816,"metR"
4013053,4015314,"metE"
4015354,4016169,"ysgA"
4016431,4017192,"udp"
4017333,4018760,"rmuC"
4018855,4019610,"ubiE"
4019624,4020229,"ubiJ"
4019978,4020229,"esrE"
4020226,4021866,"ubiB"
4021945,4022214,"tatA"
4022218,4022733,"tatB"
4022736,4023512,"tatC"
4023554,4024336,"tatD"
4024333,4024821,"rfaH"
4024988,4026481,"ubiD"
4026527,4027228,"fre"
4027609,4028772,"fadA"
4028782,4030971,"fadB"
4031161,4032492,"pepQ"
4032492,4033106,"yigZ"
4033145,4034596,"trkH"
4034608,4035153,"hemG"
4035531,4037072,"rrsA"
4037141,4037217,"ileT"
4037260,4037335,"alaT"
4037519,4040423,"rrlA"
4040517,4040636,"rrfA"
4040906,4041433,"mobB"
4041415,4041999,"mobA"
4042069,4042338,"yihD"
4042415,4043401,"srkA"
4043418,4044044,"dsbA"
4044199,4045629,"yihF"
4045670,4046602,"yihG"
4046966,4049752,"polA"
4049899,4050007,"spf"
4050133,4050765,"yihA"
4051036,4051280,"csrC"
4051347,4051856,"yihI"
4052045,4053418,"hemN"
4053647,4053757,"yshB"
4053869,4055278,"glnG"
4055290,4056339,"glnL"
4056625,4058034,"glnA"
4058407,4060230,"typA"
4060447,4061157,"yihL"
4061165,4062145,"yihM"
4062247,4063512,"yihN"
4063603,4064295,"ompL"
4064363,4065766,"yihO"
4065809,4067194,"yihP"
4067240,4069276,"yihQ"
4069475,4070401,"yihR"
4070515,4071756,"yihS"
4071773,4072651,"yihT"
4072675,4073571,"yihU"
4073739,4074635,"yihV"
4074669,4075454,"yihW"
4075553,4076152,"yihX"
4076146,4077018,"yihY"
4077015,4077452,"dtd"
4077449,4078438,"yiiD"
4079297,4079509,"yiiE"
4079751,4079969,"yiiF"
4080299,4081228,"fdhE"
4081225,4081860,"fdoI"
4081857,4082759,"fdoH"
4082772,4085822,"fdoG"
4086016,4086849,"fdhD"
4087002,4088057,"yiiG"
4088107,4089855,"frvR"
4089855,4090925,"frvX"
4090915,4092366,"frvB"
4092377,4092823,"frvA"
4093124,4093438,"rhaM"
4093448,4094272,"rhaD"
4094723,4095982,"rhaA"
4095979,4097448,"rhaB"
4097736,4098572,"rhaS"
4098646,4099494,"rhaR"
4099491,4100525,"rhaT"
4100810,4101430,"sodA"
4101690,4102673,"kdgT"
4102822,4103496,"yiiM"
4103602,4104975,"cpxA"
4104972,4105670,"cpxR"
4105820,4106320,"cpxP"
4106469,4107371,"fieF"
4107552,4108514,"pfkA"
4108834,4109823,"sbp"
4109930,4110685,"cdh"
4110740,4111507,"tpiA"
4111615,4112214,"yiiQ"
4112315,4112755,"yiiR"
4112967,4113266,"yiiS"
4113293,4113721,"uspD"
4113726,4114472,"fpr"
4114569,4115579,"glpX"
4115714,4117222,"glpK"
4117245,4118090,"glpF"
4118515,4118760,"zapB"
4118845,4119330,"rraA"
4119423,4120349,"menA"
4120416,4121747,"hslU"
4121757,4122287,"hslV"
4122380,4123339,"ftsN"
4123431,4124456,"cytR"
4124612,4126810,"priA"
4127013,4127225,"rpmE"
4127286,4127894,"yiiX"
4128078,4128395,"metJ"
4128672,4129832,"metB"
4129835,4132267,"metL"
4132616,4133506,"metF"
4133835,4136015,"katG"
4136108,4137013,"yijE"
4137040,4137657,"yijF"
4137932,4139035,"gldA"
4139046,4139708,"fsaB"
4139720,4142221,"frwA"
4142530,4143609,"frwC"
4143624,4143944,"frwB"
4143995,4146292,"pflD"
4146258,4147136,"pflC"
4147138,4147479,"frwD"
4147466,4148317,"yijO"
4148532,4150265,"eptC"
4150447,4153098,"ppc"
4153696,4154847,"argE"
4155001,4156005,"argC"
4156013,4156789,"argB"
4156850,4158223,"argH"
4158285,4158394,"oxyS"
4158490,4159407,"oxyR"
4159390,4160790,"sthA"
4161124,4161771,"fabR"
4161771,4162130,"yijD"
4162170,4163270,"trmA"
4163639,4165483,"btuB"
4165428,4166285,"murI"
4166659,4168200,"rrsB"
4168372,4168447,"gltT"
4168641,4171544,"rrlB"
4171637,4171756,"rrfB"
4172057,4173085,"murB"
4173082,4174047,"birA"
4174076,4175026,"coaA"
4175388,4175463,"thrU"
4175472,4175556,"tyrU"
4175673,4175747,"glyT"
4175754,4175829,"thrT"
4175944,4177128,"tufB"
4177358,4177741,"secE"
4177743,4178288,"nusG"
4178447,4178875,"rplK"
4178879,4179583,"rplA"
4179996,4180493,"rplJ"
4180560,4180925,"rplL"
4181245,4185273,"rpoB"
4185350,4189573,"rpoC"
4189786,4190325,"yjaZ"
4190327,4190487,"sroH"
